relative_path,offset,text
Data\Mapbmp\sd03ad3.lbt,22869,nxwexp
Data\Mapbmp\sd03dd5.lbi,12395,feexPt
Data\Mapbmp\sd03dd5.lbt,12395,feexPt
Data\Mapbmp\sd05ad1.lbi,10635,eXPOp
Data\Mapbmp\sd05ad1.lbt,10635,eXPOp
Data\Mapbmp\sd05ad6.lbi,63928,wExp
Data\Mapbmp\sd05ad6.lbt,63928,wExp
Data\Mapbmp\sd12ad0.lbi,60150,Rand
Data\Mapbmp\sd12ad0.lbt,60150,Rand
Data\Mapbmp\se01ad0.lbi,13156,fvEEEEEExP
Data\Mapbmp\se01ad0.lbt,13156,fvEEEEEExP
Data\Mapbmp\SE02AN0.lbi,10911,0pC5NEXp
Data\Mapbmp\SE02AN0.lbt,10911,0pC5NEXp
Data\Mapbmp\se03ad1.lbi,3822,3ggeXPPii
Data\Mapbmp\se03ad1.lbi,5761,eXPh
Data\Mapbmp\se03ad1.lbt,3822,3ggeXPPii
Data\Mapbmp\se03ad1.lbt,5761,eXPh
Data\Mapbmp\se03ad3.lbi,58747,eeXP
Data\Mapbmp\se03ad3.lbi,60210,eeXP
Data\Mapbmp\se03ad3.lbi,61770,6eeXP
Data\Mapbmp\se03ad3.lbt,58747,eeXP
Data\Mapbmp\se03ad3.lbt,60210,eeXP
Data\Mapbmp\se03ad3.lbt,61770,6eeXP
Data\Mapbmp\se03ad4.lbi,63724,eXPihg
Data\Mapbmp\se03ad4.lbt,63724,eXPihg
Data\Mapbmp\se03ad5.lbi,47463,geeXPP9a
Data\Mapbmp\se03ad5.lbt,47463,geeXPP9a
Data\Mapbmp\se04ad1.lbi,18748,333EieexplddRk
Data\Mapbmp\se04ad1.lbt,18748,333EieexplddRk
Data\Mapbmp\SE04BD0.lbi,32518,NexpZb
Data\Mapbmp\SE04BD0.lbi,33184,gXexpZ
Data\Mapbmp\SE04BD0.lbi,48308,kexp
Data\Mapbmp\SE04BD0.lbt,32518,NexpZb
Data\Mapbmp\SE04BD0.lbt,33184,gXexpZ
Data\Mapbmp\SE04BD0.lbt,48308,kexp
Data\Mapbmp\se07ad0.lbi,56523,EXPMMMMMMMMMMMMT
Data\Mapbmp\se07ad0.lbi,59072,EXPMMMMMMMMMMM.DF
Data\Mapbmp\se07ad0.lbi,59327,tEXPMMMMMMMMMMM
Data\Mapbmp\se07ad0.lbt,56523,EXPMMMMMMMMMMMMT
Data\Mapbmp\se07ad0.lbt,59072,EXPMMMMMMMMMMM.DF
Data\Mapbmp\se07ad0.lbt,59327,tEXPMMMMMMMMMMM
Data\Mapbmp\se11ad1.lbi,44372,YKLYAZsL3LtGFIGHtLKDCKF
Data\Mapbmp\se11ad1.lbt,44372,YKLYAZsL3LtGFIGHtLKDCKF
Data\Mapbmp\se14ad4.lbi,31024,xwExpvrds
Data\Mapbmp\se14ad4.lbt,31024,xwExpvrds
Data\Mapbmp\se16bd6.lbi,49178,5252ExP
Data\Mapbmp\se16bd6.lbt,49178,5252ExP
Data\Mapbmp\Se17BD3.lbi,25843,eXPvwp2Rp
Data\Mapbmp\Se17BD3.lbt,25843,eXPvwp2Rp
Data\Mapbmp\se17cd6.lbi,21588,eXPPTT
Data\Mapbmp\se17cd6.lbt,21588,eXPPTT
Data\Mapbmp\sf01ad7.lbi,38969,EHELJMEXPXXQPPWb__PSWSOP_
Data\Mapbmp\sf01ad7.lbt,38969,EHELJMEXPXXQPPWb__PSWSOP_
Data\Mapbmp\sf06ad2.lbi,62822,EXPPN-N-E----
Data\Mapbmp\sf06ad2.lbt,62822,EXPPN-N-E----
Data\Mapbmp\sf07cd1.lbi,21837,PPfRanDLk_Ya
Data\Mapbmp\sf07cd1.lbt,21837,PPfRanDLk_Ya
Data\Mapbmp\si02ad0.lbi,5286,BIQzRIIM42BFHEXPXl
Data\Mapbmp\si02ad0.lbi,15888,WEPXEXP
Data\Mapbmp\si02ad0.lbi,20205,EEXPP
Data\Mapbmp\si02ad0.lbi,20828,B4IEIUIIEXPZRdlE
Data\Mapbmp\si02ad0.lbi,24890,XXIBIEXP81
Data\Mapbmp\si02ad0.lbi,26714,BJUJUEXP
Data\Mapbmp\si02ad0.lbt,5286,BIQzRIIM42BFHEXPXl
Data\Mapbmp\si02ad0.lbt,15888,WEPXEXP
Data\Mapbmp\si02ad0.lbt,20205,EEXPP
Data\Mapbmp\si02ad0.lbt,20828,B4IEIUIIEXPZRdlE
Data\Mapbmp\si02ad0.lbt,24890,XXIBIEXP81
Data\Mapbmp\si02ad0.lbt,26714,BJUJUEXP
Data\Mapbmp\si02ad3.lbi,8695,JdHdQMEXPE
Data\Mapbmp\si02ad3.lbi,18041,7eXPi
Data\Mapbmp\si02ad3.lbt,8695,JdHdQMEXPE
Data\Mapbmp\si02ad3.lbt,18041,7eXPi
Data\Mapbmp\si02ad4.lbi,29257,HBKHIXEXP
Data\Mapbmp\si02ad4.lbi,31294,XXIIEEXPIDo
Data\Mapbmp\si02ad4.lbi,34372,CPEEC6YMPEXPX
Data\Mapbmp\si02ad4.lbi,38679,EXPai
Data\Mapbmp\si02ad4.lbi,64834,MMSEXPP
Data\Mapbmp\si02ad4.lbi,65633,EEXPXEEMRBM2XE
Data\Mapbmp\si02ad4.lbt,29257,HBKHIXEXP
Data\Mapbmp\si02ad4.lbt,31294,XXIIEEXPIDo
Data\Mapbmp\si02ad4.lbt,34372,CPEEC6YMPEXPX
Data\Mapbmp\si02ad4.lbt,38679,EXPai
Data\Mapbmp\si02ad4.lbt,64834,MMSEXPP
Data\Mapbmp\si02ad4.lbt,65633,EEXPXEEMRBM2XE
Data\Mapbmp\si11ad0.lbi,58688,EXpWWW
Data\Mapbmp\si11ad0.lbt,58688,EXpWWW
Data\Mapbmp\sj01ad10.lbi,4876,LEEEXp
Data\Mapbmp\sj01ad10.lbt,4876,LEEEXp
Data\Mapbmp\sj02ad1.lbi,22915,exppll
Data\Mapbmp\sj02ad1.lbi,26507,lpxpexpxpp
Data\Mapbmp\sj02ad1.lbt,22915,exppll
Data\Mapbmp\sj02ad1.lbt,26507,lpxpexpxpp
Data\Mapbmp\sl01ad28.lbi,61421,BXtXXEEXP2MM27YY722
Data\Mapbmp\sl01ad28.lbt,61421,BXtXXEEXP2MM27YY722
Data\Mapbmp\sl01ad3.lbi,30149,lIleXPPPPbV
Data\Mapbmp\sl01ad3.lbt,30149,lIleXPPPPbV
Data\Mapbmp\SL01dd1.lbi,37610,WejYeXp
Data\Mapbmp\SL01dd1.lbt,37610,WejYeXp
Data\Mapbmp\SL01ed4.lbi,17925,leXp
Data\Mapbmp\SL01ed4.lbt,17925,leXp
Data\Mapbmp\sl09ad7.lbi,48284,eXP6A
Data\Mapbmp\sl09ad7.lbt,48284,eXP6A
Data\Mapbmp\sl09bd7.lbi,48284,eXP6A
Data\Mapbmp\sl09bd7.lbt,48284,eXP6A
Data\Mapbmp\sm06ad0.lbi,59261,expScbg
Data\Mapbmp\sm06ad0.lbt,59261,expScbg
Data\Mapbmp\sm06ad3.lbi,11642,exPb
Data\Mapbmp\sm06ad3.lbi,13266,cexPSS
Data\Mapbmp\sm06ad3.lbi,65131,8bbbcSexpb
Data\Mapbmp\sm06ad3.lbt,11642,exPb
Data\Mapbmp\sm06ad3.lbt,13266,cexPSS
Data\Mapbmp\sm06ad3.lbt,65131,8bbbcSexpb
Data\Mapbmp\SM06BN1.lbi,54695,YhhhhOXNgggXJ5JYheeXPXeZ1
Data\Mapbmp\SM06BN1.lbi,54966,JiXDDEXPeCG1
Data\Mapbmp\SM06BN1.lbt,54695,YhhhhOXNgggXJ5JYheeXPXeZ1
Data\Mapbmp\SM06BN1.lbt,54966,JiXDDEXPeCG1
Data\Mapbmp\SM06BN2.lbi,64121,SD6411DhiiioeeeNeXPeNee
Data\Mapbmp\SM06BN2.lbi,64388,hXeXPXhXhhh
Data\Mapbmp\SM06BN2.lbi,65393,XXeXPeeEeeeeNDDDDDNgeNg
Data\Mapbmp\SM06BN2.lbt,64121,SD6411DhiiioeeeNeXPeNee
Data\Mapbmp\SM06BN2.lbt,64388,hXeXPXhXhhh
Data\Mapbmp\SM06BN2.lbt,65393,XXeXPeeEeeeeNDDDDDNgeNg
Data\MODEL\dark.lz3,24,exported
Data\MODEL\special.lz3,24,exported
Data\scenes\bs01.joe,8,exp001a1
Data\scenes\bs01.joe,23,exp001b1
Data\scenes\bs01.joe,38,exp001c1
Data\scenes\bs01.joe,53,exp001b1
Data\scenes\bs01.joe,68,exp001b1
Data\scenes\bs01.joe,83,exp001d1
Data\scenes\bs01.joe,98,exp001d1
Data\scenes\bs01.scn,80228,_exp54
Data\scenes\bs01.scn,80544,_exp38
Data\scenes\bs01.scn,80860,_exp37
Data\scenes\bs01.scn,81176,_exp36
Data\scenes\bs01.scn,81492,_exp35
Data\scenes\bs01.scn,81808,_exp34
Data\scenes\bs01.scn,82124,_exp33
Data\scenes\bs01.scn,82440,_exp32
Data\scenes\bs01.scn,82756,_exp31
Data\scenes\bs01.scn,83072,_exp30
Data\scenes\bs01.scn,83388,_exp53
Data\scenes\bs01.scn,83704,_exp59
Data\scenes\bs01.scn,84020,_exp05
Data\scenes\bs01.scn,84336,_exp52
Data\scenes\bs01.scn,84652,_exp58
Data\scenes\bs01.scn,84968,_exp04
Data\scenes\bs01.scn,85284,_exp51
Data\scenes\bs01.scn,85600,_exp57
Data\scenes\bs01.scn,85916,_exp03
Data\scenes\bs01.scn,86232,_exp50
Data\scenes\bs01.scn,86548,_exp56
Data\scenes\bs01.scn,86864,_exp02
Data\scenes\bs01.scn,87180,_exp49
Data\scenes\bs01.scn,87496,_exp55
Data\scenes\bs01.scn,87812,_exp01
Data\scenes\bs01.scn,88128,_exp25
Data\scenes\bs01.scn,88444,_exp48
Data\scenes\bs01.scn,88760,_exp29
Data\scenes\bs01.scn,89076,_exp28
Data\scenes\bs01.scn,89392,_exp27
Data\scenes\bs01.scn,89708,_exp26
Data\scenes\bs01.scn,90024,_exp24
Data\scenes\bs01.scn,90340,_exp23
Data\scenes\bs01.scn,90656,_exp22
Data\scenes\bs01.scn,90972,_exp21
Data\scenes\bs01.scn,91288,_exp17
Data\scenes\bs01.scn,91604,_exp19
Data\scenes\bs01.scn,91920,_exp18
Data\scenes\bs01.scn,92236,_exp16
Data\scenes\bs01.scn,92552,_exp16
Data\scenes\bs01.scn,92868,_exp15
Data\scenes\bs01.scn,93184,_exp14
Data\scenes\bs01.scn,93500,_exp13
Data\scenes\bs01.scn,93816,_exp20
Data\scenes\bs01.scn,94132,_exp44
Data\scenes\bs01.scn,94448,_exp46
Data\scenes\bs01.scn,94764,_exp45
Data\scenes\bs01.scn,95080,_exp43
Data\scenes\bs01.scn,95396,_exp42
Data\scenes\bs01.scn,95712,_exp41
Data\scenes\bs01.scn,96028,_exp40
Data\scenes\bs01.scn,96344,_exp39
Data\scenes\bs01.scn,96660,_exp47
Data\scenes\bs01.scn,99996,_exp11
Data\scenes\bs01.scn,100312,_exp10
Data\scenes\bs01.scn,100628,_exp09
Data\scenes\bs01.scn,100944,_exp08
Data\scenes\bs01.scn,101260,_exp07
Data\scenes\bs01.scn,101576,_exp06
Data\scenes\bs01.scn,101892,_exp12
Data\scenes\bs02.joe,8,exp002a1
Data\scenes\bs02.joe,28,exp002a1
Data\scenes\bs02.joe,46,exp002a1
Data\scenes\bs02.joe,63,exp002b1
Data\scenes\bs02.joe,79,exp002b1
Data\scenes\bs02.joe,96,exp002b1
Data\scenes\bs02.scn,232,_exp54
Data\scenes\bs02.scn,548,_exp38
Data\scenes\bs02.scn,864,_exp37
Data\scenes\bs02.scn,1180,_exp36
Data\scenes\bs02.scn,1496,_exp35
Data\scenes\bs02.scn,1812,_exp34
Data\scenes\bs02.scn,2128,_exp33
Data\scenes\bs02.scn,2444,_exp32
Data\scenes\bs02.scn,2760,_exp31
Data\scenes\bs02.scn,3076,_exp30
Data\scenes\bs02.scn,3392,_exp12
Data\scenes\bs02.scn,3708,_exp53
Data\scenes\bs02.scn,4024,_exp59
Data\scenes\bs02.scn,4340,_exp11
Data\scenes\bs02.scn,4656,_exp05
Data\scenes\bs02.scn,4972,_exp52
Data\scenes\bs02.scn,5288,_exp58
Data\scenes\bs02.scn,5604,_exp10
Data\scenes\bs02.scn,5920,_exp04
Data\scenes\bs02.scn,6236,_exp51
Data\scenes\bs02.scn,6552,_exp57
Data\scenes\bs02.scn,6868,_exp09
Data\scenes\bs02.scn,7184,_exp03
Data\scenes\bs02.scn,7500,_exp50
Data\scenes\bs02.scn,7816,_exp56
Data\scenes\bs02.scn,8132,_exp08
Data\scenes\bs02.scn,8448,_exp02
Data\scenes\bs02.scn,8764,_exp49
Data\scenes\bs02.scn,9080,_exp55
Data\scenes\bs02.scn,9396,_exp07
Data\scenes\bs02.scn,9712,_exp01
Data\scenes\bs02.scn,10028,_exp25
Data\scenes\bs02.scn,10344,_exp48
Data\scenes\bs02.scn,10660,_exp29
Data\scenes\bs02.scn,10976,_exp28
Data\scenes\bs02.scn,11292,_exp27
Data\scenes\bs02.scn,11608,_exp26
Data\scenes\bs02.scn,11924,_exp24
Data\scenes\bs02.scn,12240,_exp23
Data\scenes\bs02.scn,12556,_exp22
Data\scenes\bs02.scn,12872,_exp21
Data\scenes\bs02.scn,13188,_exp06
Data\scenes\bs02.scn,13504,_exp17
Data\scenes\bs02.scn,13820,_exp19
Data\scenes\bs02.scn,14136,_exp18
Data\scenes\bs02.scn,14452,_exp16
Data\scenes\bs02.scn,14768,_exp16
Data\scenes\bs02.scn,15084,_exp15
Data\scenes\bs02.scn,15400,_exp14
Data\scenes\bs02.scn,15716,_exp13
Data\scenes\bs02.scn,16032,_exp20
Data\scenes\bs02.scn,16348,_exp44
Data\scenes\bs02.scn,16664,_exp46
Data\scenes\bs02.scn,16980,_exp45
Data\scenes\bs02.scn,17296,_exp43
Data\scenes\bs02.scn,17612,_exp42
Data\scenes\bs02.scn,17928,_exp41
Data\scenes\bs02.scn,18244,_exp40
Data\scenes\bs02.scn,18560,_exp39
Data\scenes\bs02.scn,18876,_exp47
Data\scenes\bs03.joe,8,exp003a1
Data\scenes\bs03.joe,26,exp003a1
Data\scenes\bs03.joe,44,exp003a1
Data\scenes\bs03.joe,63,exp003b1
Data\scenes\bs03.joe,80,exp003b1
Data\scenes\bs03.joe,96,exp003b1
Data\scenes\bs03.joe,115,exp003c1
Data\scenes\bs03.joe,135,exp003c1
Data\scenes\bs03.joe,153,exp003d1
Data\scenes\bs03.scn,82952,_exp54
Data\scenes\bs03.scn,83268,_exp38
Data\scenes\bs03.scn,83584,_exp37
Data\scenes\bs03.scn,83900,_exp36
Data\scenes\bs03.scn,84216,_exp35
Data\scenes\bs03.scn,84532,_exp34
Data\scenes\bs03.scn,84848,_exp33
Data\scenes\bs03.scn,85164,_exp32
Data\scenes\bs03.scn,85480,_exp31
Data\scenes\bs03.scn,85796,_exp30
Data\scenes\bs03.scn,86112,_exp12
Data\scenes\bs03.scn,86428,_exp53
Data\scenes\bs03.scn,86744,_exp59
Data\scenes\bs03.scn,87060,_exp11
Data\scenes\bs03.scn,87376,_exp05
Data\scenes\bs03.scn,87692,_exp52
Data\scenes\bs03.scn,88008,_exp58
Data\scenes\bs03.scn,88324,_exp10
Data\scenes\bs03.scn,88640,_exp04
Data\scenes\bs03.scn,88956,_exp51
Data\scenes\bs03.scn,89272,_exp57
Data\scenes\bs03.scn,89588,_exp09
Data\scenes\bs03.scn,89904,_exp03
Data\scenes\bs03.scn,90220,_exp50
Data\scenes\bs03.scn,90536,_exp56
Data\scenes\bs03.scn,90852,_exp08
Data\scenes\bs03.scn,91168,_exp02
Data\scenes\bs03.scn,91484,_exp49
Data\scenes\bs03.scn,91800,_exp55
Data\scenes\bs03.scn,92116,_exp07
Data\scenes\bs03.scn,92432,_exp01
Data\scenes\bs03.scn,92748,_exp25
Data\scenes\bs03.scn,93064,_exp48
Data\scenes\bs03.scn,93380,_exp29
Data\scenes\bs03.scn,93696,_exp28
Data\scenes\bs03.scn,94012,_exp27
Data\scenes\bs03.scn,94328,_exp26
Data\scenes\bs03.scn,94644,_exp24
Data\scenes\bs03.scn,94960,_exp23
Data\scenes\bs03.scn,95276,_exp22
Data\scenes\bs03.scn,95592,_exp21
Data\scenes\bs03.scn,95908,_exp06
Data\scenes\bs03.scn,96224,_exp17
Data\scenes\bs03.scn,96540,_exp19
Data\scenes\bs03.scn,96856,_exp18
Data\scenes\bs03.scn,97172,_exp16
Data\scenes\bs03.scn,97488,_exp16
Data\scenes\bs03.scn,97804,_exp15
Data\scenes\bs03.scn,98120,_exp14
Data\scenes\bs03.scn,98436,_exp13
Data\scenes\bs03.scn,98752,_exp20
Data\scenes\bs03.scn,99068,_exp44
Data\scenes\bs03.scn,99384,_exp46
Data\scenes\bs03.scn,99700,_exp45
Data\scenes\bs03.scn,100016,_exp43
Data\scenes\bs03.scn,100332,_exp42
Data\scenes\bs03.scn,100648,_exp41
Data\scenes\bs03.scn,100964,_exp40
Data\scenes\bs03.scn,101280,_exp39
Data\scenes\bs03.scn,101596,_exp47
Data\scenes\bs04.joe,8,exp004a1
Data\scenes\bs04.joe,24,exp004a1
Data\scenes\bs04.joe,41,exp004a1
Data\scenes\bs04.joe,58,exp004b1
Data\scenes\bs04.joe,74,exp004b1
Data\scenes\bs04.joe,91,exp004b1
Data\scenes\bs04.joe,107,exp004b1
Data\scenes\bs04.scn,39772,_exp54
Data\scenes\bs04.scn,40088,_exp38
Data\scenes\bs04.scn,40404,_exp37
Data\scenes\bs04.scn,40720,_exp36
Data\scenes\bs04.scn,41036,_exp35
Data\scenes\bs04.scn,41352,_exp34
Data\scenes\bs04.scn,41668,_exp33
Data\scenes\bs04.scn,41984,_exp32
Data\scenes\bs04.scn,42300,_exp31
Data\scenes\bs04.scn,42616,_exp30
Data\scenes\bs04.scn,42932,_exp12
Data\scenes\bs04.scn,43248,_exp53
Data\scenes\bs04.scn,43564,_exp59
Data\scenes\bs04.scn,43880,_exp11
Data\scenes\bs04.scn,44196,_exp05
Data\scenes\bs04.scn,44512,_exp52
Data\scenes\bs04.scn,44828,_exp58
Data\scenes\bs04.scn,45144,_exp10
Data\scenes\bs04.scn,45460,_exp04
Data\scenes\bs04.scn,45776,_exp51
Data\scenes\bs04.scn,46092,_exp57
Data\scenes\bs04.scn,46408,_exp09
Data\scenes\bs04.scn,46724,_exp03
Data\scenes\bs04.scn,47040,_exp50
Data\scenes\bs04.scn,47356,_exp56
Data\scenes\bs04.scn,47672,_exp08
Data\scenes\bs04.scn,47988,_exp02
Data\scenes\bs04.scn,48304,_exp49
Data\scenes\bs04.scn,48620,_exp55
Data\scenes\bs04.scn,48936,_exp07
Data\scenes\bs04.scn,49252,_exp01
Data\scenes\bs04.scn,49568,_exp25
Data\scenes\bs04.scn,49884,_exp48
Data\scenes\bs04.scn,50200,_exp29
Data\scenes\bs04.scn,50516,_exp28
Data\scenes\bs04.scn,50832,_exp27
Data\scenes\bs04.scn,51148,_exp26
Data\scenes\bs04.scn,51464,_exp24
Data\scenes\bs04.scn,51780,_exp23
Data\scenes\bs04.scn,52096,_exp22
Data\scenes\bs04.scn,52412,_exp21
Data\scenes\bs04.scn,52728,_exp06
Data\scenes\bs04.scn,53044,_exp17
Data\scenes\bs04.scn,53360,_exp19
Data\scenes\bs04.scn,53676,_exp18
Data\scenes\bs04.scn,53992,_exp16
Data\scenes\bs04.scn,54308,_exp16
Data\scenes\bs04.scn,54624,_exp15
Data\scenes\bs04.scn,54940,_exp14
Data\scenes\bs04.scn,55256,_exp13
Data\scenes\bs04.scn,55572,_exp20
Data\scenes\bs04.scn,55888,_exp44
Data\scenes\bs04.scn,56204,_exp46
Data\scenes\bs04.scn,56520,_exp45
Data\scenes\bs04.scn,56836,_exp43
Data\scenes\bs04.scn,57152,_exp42
Data\scenes\bs04.scn,57468,_exp41
Data\scenes\bs04.scn,57784,_exp40
Data\scenes\bs04.scn,58100,_exp39
Data\scenes\bs04.scn,58416,_exp47
Data\scenes\bs05.joe,8,exp005a1
Data\scenes\bs05.joe,26,exp005a1
Data\scenes\bs05.joe,45,exp005a1
Data\scenes\bs05.joe,62,exp005a1
Data\scenes\bs05.joe,79,exp005a1
Data\scenes\bs05.joe,98,exp005b1
Data\scenes\bs05.joe,114,exp005b1
Data\scenes\bs05.joe,131,exp005b1
Data\scenes\bs05.scn,81204,_exp54
Data\scenes\bs05.scn,81520,_exp38
Data\scenes\bs05.scn,81836,_exp37
Data\scenes\bs05.scn,82152,_exp36
Data\scenes\bs05.scn,82468,_exp35
Data\scenes\bs05.scn,82784,_exp34
Data\scenes\bs05.scn,83100,_exp33
Data\scenes\bs05.scn,83416,_exp32
Data\scenes\bs05.scn,83732,_exp31
Data\scenes\bs05.scn,84048,_exp30
Data\scenes\bs05.scn,84364,_exp12
Data\scenes\bs05.scn,84680,_exp53
Data\scenes\bs05.scn,84996,_exp59
Data\scenes\bs05.scn,85312,_exp11
Data\scenes\bs05.scn,85628,_exp05
Data\scenes\bs05.scn,85944,_exp52
Data\scenes\bs05.scn,86260,_exp58
Data\scenes\bs05.scn,86576,_exp10
Data\scenes\bs05.scn,86892,_exp04
Data\scenes\bs05.scn,87208,_exp51
Data\scenes\bs05.scn,87524,_exp57
Data\scenes\bs05.scn,87840,_exp09
Data\scenes\bs05.scn,88156,_exp03
Data\scenes\bs05.scn,88472,_exp50
Data\scenes\bs05.scn,88788,_exp56
Data\scenes\bs05.scn,89104,_exp08
Data\scenes\bs05.scn,89420,_exp02
Data\scenes\bs05.scn,89736,_exp49
Data\scenes\bs05.scn,90052,_exp55
Data\scenes\bs05.scn,90368,_exp07
Data\scenes\bs05.scn,90684,_exp01
Data\scenes\bs05.scn,91000,_exp25
Data\scenes\bs05.scn,91316,_exp48
Data\scenes\bs05.scn,91632,_exp29
Data\scenes\bs05.scn,91948,_exp28
Data\scenes\bs05.scn,92264,_exp27
Data\scenes\bs05.scn,92580,_exp26
Data\scenes\bs05.scn,92896,_exp24
Data\scenes\bs05.scn,93212,_exp23
Data\scenes\bs05.scn,93528,_exp22
Data\scenes\bs05.scn,93844,_exp21
Data\scenes\bs05.scn,94160,_exp06
Data\scenes\bs05.scn,94476,_exp17
Data\scenes\bs05.scn,94792,_exp19
Data\scenes\bs05.scn,95108,_exp18
Data\scenes\bs05.scn,95424,_exp16
Data\scenes\bs05.scn,95740,_exp16
Data\scenes\bs05.scn,96056,_exp15
Data\scenes\bs05.scn,96372,_exp14
Data\scenes\bs05.scn,96688,_exp13
Data\scenes\bs05.scn,97004,_exp20
Data\scenes\bs05.scn,97320,_exp44
Data\scenes\bs05.scn,97636,_exp46
Data\scenes\bs05.scn,97952,_exp45
Data\scenes\bs05.scn,98268,_exp43
Data\scenes\bs05.scn,98584,_exp42
Data\scenes\bs05.scn,98900,_exp41
Data\scenes\bs05.scn,99216,_exp40
Data\scenes\bs05.scn,99532,_exp39
Data\scenes\bs05.scn,99848,_exp47
Data\scenes\bs06.joe,8,exp006c1
Data\scenes\bs06.joe,27,exp006c1
Data\scenes\bs06.joe,42,exp006c1
Data\scenes\bs06.joe,59,exp006c1
Data\scenes\bs06.scn,47640,_exp54
Data\scenes\bs06.scn,47956,_exp38
Data\scenes\bs06.scn,48272,_exp37
Data\scenes\bs06.scn,48588,_exp36
Data\scenes\bs06.scn,48904,_exp35
Data\scenes\bs06.scn,49220,_exp34
Data\scenes\bs06.scn,49536,_exp33
Data\scenes\bs06.scn,49852,_exp32
Data\scenes\bs06.scn,50168,_exp31
Data\scenes\bs06.scn,50484,_exp30
Data\scenes\bs06.scn,50800,_exp12
Data\scenes\bs06.scn,51116,_exp53
Data\scenes\bs06.scn,51432,_exp59
Data\scenes\bs06.scn,51748,_exp11
Data\scenes\bs06.scn,52064,_exp05
Data\scenes\bs06.scn,52380,_exp52
Data\scenes\bs06.scn,52696,_exp58
Data\scenes\bs06.scn,53012,_exp10
Data\scenes\bs06.scn,53328,_exp04
Data\scenes\bs06.scn,53644,_exp51
Data\scenes\bs06.scn,53960,_exp57
Data\scenes\bs06.scn,54276,_exp09
Data\scenes\bs06.scn,54592,_exp03
Data\scenes\bs06.scn,54908,_exp50
Data\scenes\bs06.scn,55224,_exp56
Data\scenes\bs06.scn,55540,_exp08
Data\scenes\bs06.scn,55856,_exp02
Data\scenes\bs06.scn,56172,_exp49
Data\scenes\bs06.scn,56488,_exp55
Data\scenes\bs06.scn,56804,_exp07
Data\scenes\bs06.scn,57120,_exp01
Data\scenes\bs06.scn,57436,_exp25
Data\scenes\bs06.scn,57752,_exp48
Data\scenes\bs06.scn,58068,_exp29
Data\scenes\bs06.scn,58384,_exp28
Data\scenes\bs06.scn,58700,_exp27
Data\scenes\bs06.scn,59016,_exp26
Data\scenes\bs06.scn,59332,_exp24
Data\scenes\bs06.scn,59648,_exp23
Data\scenes\bs06.scn,59964,_exp22
Data\scenes\bs06.scn,60280,_exp21
Data\scenes\bs06.scn,60596,_exp06
Data\scenes\bs06.scn,60912,_exp17
Data\scenes\bs06.scn,61228,_exp19
Data\scenes\bs06.scn,61544,_exp18
Data\scenes\bs06.scn,61860,_exp16
Data\scenes\bs06.scn,62176,_exp16
Data\scenes\bs06.scn,62492,_exp15
Data\scenes\bs06.scn,62808,_exp14
Data\scenes\bs06.scn,63124,_exp13
Data\scenes\bs06.scn,63440,_exp20
Data\scenes\bs06.scn,63756,_exp44
Data\scenes\bs06.scn,64072,_exp46
Data\scenes\bs06.scn,64388,_exp45
Data\scenes\bs06.scn,64704,_exp43
Data\scenes\bs06.scn,65020,_exp42
Data\scenes\bs06.scn,65336,_exp41
Data\scenes\bs06.scn,65652,_exp40
Data\scenes\bs06.scn,65968,_exp39
Data\scenes\bs06.scn,66284,_exp47
Data\scenes\bs07.joe,8,exp007a1
Data\scenes\bs07.joe,23,exp007a1
Data\scenes\bs07.joe,38,exp007a1
Data\scenes\bs07.joe,53,exp007a1
Data\scenes\bs07.joe,71,exp007a1
Data\scenes\bs07.joe,89,exp007a1
Data\scenes\bs07.scn,65808,_exp54
Data\scenes\bs07.scn,66124,_exp38
Data\scenes\bs07.scn,66440,_exp37
Data\scenes\bs07.scn,66756,_exp36
Data\scenes\bs07.scn,67072,_exp35
Data\scenes\bs07.scn,67388,_exp34
Data\scenes\bs07.scn,67704,_exp33
Data\scenes\bs07.scn,68020,_exp32
Data\scenes\bs07.scn,68336,_exp31
Data\scenes\bs07.scn,68652,_exp30
Data\scenes\bs07.scn,68968,_exp12
Data\scenes\bs07.scn,69284,_exp53
Data\scenes\bs07.scn,69600,_exp59
Data\scenes\bs07.scn,69916,_exp11
Data\scenes\bs07.scn,70232,_exp05
Data\scenes\bs07.scn,70548,_exp52
Data\scenes\bs07.scn,70864,_exp58
Data\scenes\bs07.scn,71180,_exp10
Data\scenes\bs07.scn,71496,_exp04
Data\scenes\bs07.scn,71812,_exp51
Data\scenes\bs07.scn,72128,_exp57
Data\scenes\bs07.scn,72444,_exp09
Data\scenes\bs07.scn,72760,_exp03
Data\scenes\bs07.scn,73076,_exp50
Data\scenes\bs07.scn,73392,_exp56
Data\scenes\bs07.scn,73708,_exp08
Data\scenes\bs07.scn,74024,_exp02
Data\scenes\bs07.scn,74340,_exp49
Data\scenes\bs07.scn,74656,_exp55
Data\scenes\bs07.scn,74972,_exp07
Data\scenes\bs07.scn,75288,_exp01
Data\scenes\bs07.scn,75604,_exp25
Data\scenes\bs07.scn,75920,_exp48
Data\scenes\bs07.scn,76236,_exp29
Data\scenes\bs07.scn,76552,_exp28
Data\scenes\bs07.scn,76868,_exp27
Data\scenes\bs07.scn,77184,_exp26
Data\scenes\bs07.scn,77500,_exp24
Data\scenes\bs07.scn,77816,_exp23
Data\scenes\bs07.scn,78132,_exp22
